title,label
us strike believed to have killed jihadi john islamic state executioner,REAL
the gop debate fear cauldron according to the republican candidates youre going to die,REAL
connecticut becomes first state to boycott indiana over lgbt discrimination law,REAL
what big democratic donors will get in philadelphia,REAL
donald trump leads an insane white cult  and pat buchanan just explained how it works,REAL
gop presidential contenders stay classy with major shift in debate tone and pitch,REAL
mcconnell trumps muslim ban wouldnt pass the senate,REAL
same sex couples wed in alabama,REAL
insiders clinton still on track to win iowa and nh,REAL
bank records show 28500 deposit to syed farooks account two weeks before the shooting source says,REAL
when white nationalists show up to monitor the polls,REAL
islamic state admits defeat in kobani blames airstrikes,REAL
eric trump charity spent 880k at family owned golf resorts,REAL
cory booker on how americas criminal justice system destroys the american dream,REAL
how hillary clintons presidential campaign machine will kick into gear,REAL
hillary clinton should proactively set out ethics rules,REAL
in common core a larger battle over the size of government,REAL
atf misfire guide indicates bullets at center of firestorm already banned agency blames error,REAL
house passes alternate abortion measure,REAL
the gop is ungovernable what happens when one major party is dysfunctional to the core,REAL
mormon church backs lgbt protection,REAL
state department wont rule out 50b signing bonus for iran,REAL
in iowa potential candidates compete for 2016 spotlight,REAL
after trumps super tuesday romp gop establishment seeks unity to slow surge,REAL
election 2015 highlights who won who lost,REAL
several republican players moving quickly to signal intent to run in 2016,REAL
epa unveils comprehensive water regs critics decry power grab,REAL
obamas plan to boost defense budget points to brewing national security debate,REAL
this election is an unpopularity contest for the ages,REAL
time for gop panic establishment worried carson or trump might win,REAL
sanders dem establishment battle boils over,REAL
polarization vortex obama bush approval shows widest partisan gap,REAL
american democracy is doomed,REAL
gop establishment nightmare ted cruz vs donald trump,REAL
whos winning the 2016 race  on facebook and twitter,REAL
donald trumps tough path to the white house,REAL
trumps terror response has republicans fretting anew,REAL
cruzs immigration gambit,REAL
massive french airstrikes hit islamic state to retaliate for attacks,REAL
gop hopefuls 2016 theme has a new pitch,REAL
11 service members in black hawk crash presumed dead,REAL
clinton not concerned about new flap over classified emails,REAL
jeb bush picks up endorsement from lindsey graham,REAL
is donald trump really finally falling apart,REAL
paul ryans biggest early challenge finding a routine as house speaker,REAL
our real policerace problem diverse forces white resentment and americas persistent divides,REAL
obama speech reassurances about isis fall flat in oval office address,REAL
im with hillary in november listen up fellow bernie supporters  you must get behind clinton to stop donald trump,REAL
seven things ive learned by covering the third party candidates,REAL
gop power rankings kasich gets a boost,REAL
paul laws on sexuality could be more neutral but all should be protected,REAL
white people have a race  but everyone flips out when we talk about it,REAL
white house still not telling america the truth about jobs economy,REAL
p parenthood chief goes toe to toe with attackers,REAL
trump president barack obama was born in the united states,REAL
the folly of obamas clean power plan,REAL
round 2 gop rivals try to ding trump at debate   front runner hits back,REAL
boehners worst failure yet incompetence near shutdown  sorry state of gop governance,REAL
how cruz rescued carson,REAL
its national health care decisions day who will you designate,REAL
acting out of weakness why obamas dangerously wrong about putins intentions in syria,REAL
fiorina blames environmentalists for california drought,REAL
trump loves the poorly educated  and social media clamors,REAL
emotional service held at charleston church days after shootings,REAL
an open letter to the commission on presidential debates bring on instant replay,REAL
the week that hillary clinton 2016 speculation moved from trickle to stream,REAL
the system set boehner up for failure,REAL
republicans have a weapon to stop obama recess appointment,REAL
thanksgiving lessons for the syrian refugee debate,REAL
meet the trump truthers media figures insist bigoted trump questioner was just a liberal plant,REAL
where is gary johnson,REAL
how well meaning political reformers are helping to elect president trump,REAL
desperate measures cruz kasich team up to take down trump,REAL
joe biden hes right not to run opinion,REAL
texas bill to add barriers to gay marriage dies in house,REAL
the devastating consequences of a small rise in global temperatures,REAL
why early voting could favor democrats in key states,REAL
trump in series of scathing personal attacks questions clintons mental health,REAL
supreme court throws out ruling on obamacare contraception mandate,REAL
trump vs clinton is the 1980s vs the 1990s,REAL
search continues for wreckage from egyptair flight as officials probe links to terror,REAL
congressional republicans are outraged that the epa wants to protect our drinking water,REAL
french police hunt two brothers accused of charlie hebdo terror attack,REAL
obama hosts dreamers vows to block any rollback of immigration actions,REAL
uncovered audio hillary was adamantly against illegal immigrants,REAL
trump doesnt have a national campaign so the gop is trying to run one for him,REAL
who won the debate,REAL
emotional attachment to political parties seems to make people more knee jerk in their beliefs,REAL
what is hillarys greatest accomplishment,REAL
the college loan bombshell hidden in the budget,REAL
how asia trade deal could make or break obamas foreign policy vision video,REAL
state department says it cant find emails from clinton it specialist,REAL
jeb bush has grave doubts about donald trump in wh,REAL
foster friess chides rand paul in not so private email,REAL
could trump switch gears the line of attack against hillary that could hurt her path to the white house,REAL
expected wins for clinton trump rivals in big saturday balloting but will it be enough,REAL
whats in donald trumps tax returns,REAL
michelle obama reflects on pressure she felt in 08,REAL
